participant,paragraph,speaker,text
participant1215,22,Interviewer ,So yeah so you were like at high school.
participant1215,23, InterviewerntervInterviewerewee 12 ,Aye.
participant1215,24,Interviewer ,And in biology and do you know what you discussed?
participant1215,25, InterviewerntervInterviewerewee 12 ,No I can’t remember.
participant1215,26,Interviewer ,Can’t remember.
participant1215,27, InterviewerntervInterviewerewee 12 ,No.
participant1215,28,Interviewer ,Fine.  Fine so when you’ve had some lessons about testicles do you think it’s been maybe more in biology.
participant1215,29, InterviewerntervInterviewerewee 12 ,"Umm, umm. "
participant1215,30,Interviewer ,And what about your social lessons do you have social lessons?
participant1215,31, InterviewerntervInterviewerewee 12 ,No.  Interviewee 15 Na [agrees]. 
participant1215,32,Mother ,Well you just had sex education.
participant1215,33, InterviewerntervInterviewerewee 12 ,I was P7 ((inaudible - 0 02 05.6)).
participant1215,34,Mother ,"Do you not remember them, no?"
participant1215,35,Interviewer ,What and you obviously know about that so it’s…
participant1215,36,Mother ,He said they had sex education.
participant1215,37,Mother ,Yeah.
participant1215,38,Mother ,And they get taught a lot about things that type of thing.
participant1215,39,Mother ,"When they were younger, there wasnae as much but noo they seem to bring it in a lot because they bring it up and other things as well just part of your body,  to make sure you don’t get touched and things as well."
participant1215,40,Mother ,Yes.
participant1215,41,Mother ,They have really stepped their game up in the past few years.
participant1215,42,Mother ,Yes I think you’re right.
participant1215,43,Mother ,They really have.
participant1215,44,Interviewer ,It’s discussed much more kind of…
participant1215,45,Mother ,"Umm, umm"
participant1215,46,Mother ,And more in depth things…
participant1215,47,Interviewer ,Yeah you’re absolutely right I think that’s right.  
participant1215,48, InterviewerntervInterviewerewee 12 ,Produces sperm.
participant1215,49,Interviewer ,"Yeah you’re absolutely right yeah, yeah, yeah, yeah."
participant1215,50,InterviewerntervInterviewerewee ,Aye things like that. 
participant1215,51,Interviewer ,"Yeah, yeah, yeah and do you know anything else they do?"
participant1215,52,InterviewerntervInterviewerewee ,No.
participant1215,53,Interviewer ,So do you know that they are like responsible they make your hormones that are like testosterone.
participant1215,54,InterviewerntervInterviewerewee ,Don’t know.
participant1215,55,Interviewer ,So yeah so it’s your testicles that make most of your testosterone which is obviously an important hormone so do you know about testosterone?
participant1215,56,InterviewerntervInterviewerewee ,No.
participant1215,57,Interviewer ,"No so it’s like the hormone that’s kind of, you know I think you’ve both obviously it is ok to say you know you have gone through puberty you have done quite a lot of growing up haven’t you so it’s one of the major hormones that makes that happen and all "
participant1215,58, InterviewerntervInterviewerewee 12 ,Sore.
participant1215,59,Interviewer ,Yeah.
participant1215,60, InterviewerntervInterviewerewee 15 ,You get a hurt in them.
participant1215,61,Interviewer ,Yeah.
participant1215,62,InterviewerntervInterviewerewee ,It is sore or sensitive.
participant1215,63,Interviewer ,"Yes, yes.  You’re certainly right and like when I mean when they’re sore you are absolutely right, you are absolutely right when they are sore what do you like what do you think?  I mean have you had times when your testicles have been sore?"
participant1215,64, InterviewerntervInterviewerewee 12 ,Aye.
participant1215,65,Interviewer ,Yes and have you also had times when your testicles have been sore?
participant1215,66, InterviewerntervInterviewerewee 15 ,From an injury yes.
participant1215,67,Interviewer ,Yes so do they get sore after you’ve had like a groin injury yeah and like other times do you ever have the experiences of testicles being sore apart from that?
participant1215,68, InterviewerntervInterviewerewee 15 ,I have when I wake up in the morning and I’ve been sleeping the wrong way and they’re sore for a bit but it gets better.
participant1215,69,Interviewer ,And they tend to get better.
participant1215,70,InterviewerntervInterviewerewee ,Aye.
participant1215,71,Interviewer ,"Yes, yes and do you know like if your testicles are really sore for a while."
participant1215,72,InterviewerntervInterviewerewee ,"Umm, umm."
participant1215,73,Interviewer ,"So say it was after an hour it didn’t go away do you know, what would you think, what would you do about it?"
participant1215,74,InterviewerntervInterviewerewee ,Tell somebody I was a bit worried.
participant1215,75,Interviewer ,Yes.
participant1215,76,InterviewerntervInterviewerewee ,"Maybe not right away but, I’d worry about it, aye. "
participant1215,77,Interviewer ,"So say you did get sore, sore testicles that are quite bad that kind of goes on and doesn’t go away what would be your first kind of, what would you do, what do you think you’d do about it like practically?"
participant1215,78, InterviewerntervInterviewerewee 15 ,Try and see a doctor.
participant1215,79,Interviewer ,Go to the doctor’s.
participant1215,80,InterviewerntervInterviewerewee ,Aye.
participant1215,81,Interviewer ,And so when you say you go to the doctor’s would you make an appointment with the doctor yourself or…
participant1215,82,InterviewerntervInterviewerewee ,No I’d get my maw to do it.
participant1215,83,Interviewer ,Yeah.  So would your first port of call then do you think be to talk to your Mother.
participant1215,84,InterviewerntervInterviewerewee ,No.
participant1215,85,Interviewer ,No.
participant1215,86, InterviewerntervInterviewerewee 12 ,I’d get her to get a doctor’s appointment and then tell her what I want to talk about.
participant1215,87,Interviewer ,That’s really interesting yeah fine so and would you normally when you go to the doctors would you go with your Mother or…?
participant1215,88,InterviewerntervInterviewerewee ,No I’d [inaudible].
participant1215,89,Interviewer ,"Yeah but she might, that’s cool so you’d probably ask your Mother to make you an appointment you go to the doctors and would your Mother tend to stay in or do you think she’d go out what would you, or would she come with you?   What would you do about tha"
participant1215,90,InterviewerntervInterviewerewee ,It depends what I’m seeing him for.
participant1215,91,Interviewer ,Yes.
participant1215,92,InterviewerntervInterviewerewee ,If I am going for just a cold or something she’d come in.
participant1215,93,Mother ,He’s never been to the doctors by hiself anyway.
participant1215,94,Interviewer ,Yeah.
participant1215,95,Interviewer ,And you’re at this kind of age where…
participant1215,96,Mother ,"Aye probably gonna start to,  to be honest."
participant1215,97,Interviewer ,Yeah.
participant1215,98,Mother ,Do you know that way like …
participant1215,99,Interviewer ,When was the last time you went to the doctors?
participant1215,100,Mother ,A couple of months ago.
participant1215,101,Interviewer ,Fine ok and when you were there your Mother was in or not?
participant1215,102,InterviewerntervInterviewerewee ,Aye you’re always in.
participant1215,103,Interviewer ,But if it was something about testicles do you think you would be more likely to ask your Mother to stay outside?
participant1215,104,InterviewerntervInterviewerewee ,Aye.
participant1215,105,Interviewer ,So do you think it’s easier to talk to a doctor than your Mother about balls?
participant1215,106, InterviewerntervInterviewerewee 12 ,Aye.
participant1215,107,Interviewer ,Yes.
participant1215,108, InterviewerntervInterviewerewee 15 ,Definitely.
participant1215,109,Interviewer ,Would you agree.
participant1215,110,Mother ,It would be easier for them to talk to their pals like they two talk to each other about things like that.  Before they’d come to us. They would go to each other they have a couple of good pals.
participant1215,111,Interviewer ,"That’s really interesting.  Yes, yes right so do you think, do you think that you might talk to each other may be about it do you think you may like call your mates?"
participant1215,112,InterviewerntervInterviewerewee ,I wouldn say…
participant1215,113,InterviewerntervInterviewerewee ,Well I’d probably call my pals and ask them and if it didn’t…I’d get to the doctors
participant1215,114,Interviewer ,"Yes, yes."
participant1215,115,InterviewerntervInterviewerewee ,quite natural to talk to them.
participant1215,116,Interviewer ,"Because have any of your pals ever told you that they’ve had like a testicle sort of, have any of your pals had any experience?"
participant1215,117,InterviewerntervInterviewerewee ,My pal was circumcised.
participant1215,118,Interviewer ,"Ok yeah, yeah.   Yeah, yeah and was that recently or was that when he was little?"
participant1215,119,InterviewerntervInterviewerewee ,About two year ago.
participant1215,120,Interviewer ,Right and did he tell you about it?
participant1215,121,InterviewerntervInterviewerewee ,Aye.
participant1215,122,Interviewer ,What did he say?
participant1215,123,InterviewerntervInterviewerewee ,He said it was sore for about a month
participant1215,124,Mother ,He was pretty sore afterwards yeah.
participant1215,125,InterviewerntervInterviewerewee ,Yeah and did he tell you about why he had it done?
participant1215,126,InterviewerntervInterviewerewee ,"Yeah, yeah his foreskin was stush too much skin"
participant1215,127,Interviewer ,"Yes so it sounds as if you had quite a straightforward chat and when he started to tell you about his circumcision did you think it was like how did you, when he first started to tell you what did you think?"
participant1215,128,InterviewerntervInterviewerewee ,I was like that..It didn’t bother me.
participant1215,129,Interviewer ,Yes that’s cool.  It didn’t make you feel embarrassed or like awkward.
participant1215,130,InterviewerntervInterviewerewee ,No.
participant1215,131,Interviewer ,Obviously he had a problem and he got it sorted and then he told you.  Did he tell you about the operation?
participant1215,132,InterviewerntervInterviewerewee ,He was put to sleep for it..
participant1215,133,Interviewer ,Yes fine so it sounds as if you have quite easy conversations with your mates about these kind of things.
participant1215,134,InterviewerntervInterviewerewee ,Aye.
participant1215,135,Interviewer ,And would you say the same do you think you have quite easy chats with your mates?
participant1215,136,InterviewerntervInterviewerewee ,Aye.
participant1215,137,Interviewer ,And if you had a problem actually your mates might be your first port of call or you might ask your Mother to make an appointment for the doctor.
participant1215,138,Mother ,"I say if they ever get any problems they’ll talk to each other but if they are nae sure they will come and talk to you they are quite open so I’ve always said like be open about something because somebody can help you, they’ll help you. So they know that."
participant1215,139,Interviewer ,"Yeah, yeah."
participant1215,140,Mother ,So they are they know that.
participant1215,141,Interviewer ,And if it’s a really severe pain like so rather than just being kind of a moderate pain if it was really bad pain do you think that would change what you do?
participant1215,142,InterviewerntervInterviewerewee ,I would probably still ask to see the doctor.
participant1215,143,InterviewerntervInterviewerewee ,I would probably still be the same
participant1215,144,Interviewer ,Fine and do you know what like the big worry is of like a painful testicle?
participant1215,145,InterviewerntervInterviewerewee ,Pass.
participant1215,146,Interviewer ,And do you know what the worry about painful testicles is?
participant1215,147,Mother ,No.
participant1215,148,Interviewer ,So have you ever heard of a twisted testicle?
participant1215,149,InterviewerntervInterviewerewee ,No. 
participant1215,150,Interviewer ,No.  Ok.   This is what’s really interesting for me ‘cos I’m a paediatric surgeon what I do and paediatrics obviously extends up to kind of your age group or maybe they are a little bit younger but there’s a thing called a twisted testicle and basically ‘
participant1215,151,InterviewerntervInterviewerewee ,Awww. [squeamish noise]
participant1215,152,Interviewer ,It is and I just think it’s amazing that people don’t get told about this because it’s so simple to get a really sore testicle you just need to contact someone it’s really simple.  That’s all people need to know as a kid if it’s twisted for longer than si
participant1215,153,InterviewerntervInterviewerewee ,They probably think its nothing and leave it and see what happens. 
participant1215,154,Interviewer ,Yes I think that’s absolutely right.
participant1215,155,Mother ,"See in fairness, like when you get two little boys as well in primary 1, they would be something that we would not be aware of either so we would probably turn them and say right leave it and see how it goes."
participant1215,156,Mother ,or you Banged yourself.
participant1215,157,Mother ,Aye.
participant1215,158,Mother  ,That’s not something they ever tell you.
participant1215,159,Mother ,I think every boy should be made more aware of it then they would know like all the facts so after a few hours we would have gone straight up you know what I mean.
participant1215,160,Interviewer ,Exactly right yes.
participant1215,161,Mother ,If he came I would have thought he has been playing out the back. And give him a bit of calpol.
participant1215,162,Mother ,Aye.
participant1215,163,Interviewer ,Exactly right.  Exactly right so it is the kind of thing where it is like significant pain it is like sore but you know I do know that young men often will just sit at home hoping it goes away and then in that time they lose a testicle which is just such 
participant1215,164,InterviewerntervInterviewerewee ,No.
participant1215,165,Interviewer ,I think ‘cos lots of us say oh well kids you know kids are embarrassed or young people are embarrassed to come to hospital and I am not sure that the embarrassment does…
participant1215,166,Mother ,No I wouldn’t say that no because if they’re sick they’ll turn round and say.  If they’re really feeling rubbish then they’ll tell you they need to see a doctor. but if they say it’s real bad I think now that you’ve explained that to them that they should
participant1215,167,Interviewer ,"Absolutely right and that’s kind of what I am hoping over the long, like what I can do is to make better education whatever to teach people about it.   So that’s kind of what I want to do.   What do you think is a good way of telling people or teaching pe"
participant1215,168,InterviewerntervInterviewerewee ,"Things like this, meetings, maybe a bigger group, going round aboot, and telling. And schools and stuff"
participant1215,169,Interviewer ,Yes telling people about it
participant1215,170,InterviewerntervInterviewerewee ,((Inaudible - 0 12 03.0))
participant1215,171,Interviewer ,Yes and do you think school’s a good place to learn about it?
participant1215,172,Mother  ,I would definitely say that.
participant1215,173,InterviewerntervInterviewerewee ,"Aye see us in secondry school, for our first school."
participant1215,174,Interviewer ,Because all you need to be told it once. 
participant1215,175,Mother ,That’s it aye.
participant1215,176,Mother ,Something you won’t forget.
participant1215,177,Interviewer ,It’s not complicated is it?  So it’s not like just a say it happens between nought and it can be older but it’s most common at about fifteen but just to say don’t be worried I don’t necessarily think you’ll definitely get it but just so you know about it 
participant1215,178,InterviewerntervInterviewerewee ,Lumps.
participant1215,179,Interviewer ,Exactly right and what have you been taught about lumps?
participant1215,180,InterviewerntervInterviewerewee ,If you feel a lump it could be cancer.
participant1215,181,Interviewer ,"Yes that’s right and have you got any personal experience in the family of cancer sorry if it’s something you don’t want to talk about.   So what, so have you been taught that or where have you picked that up from do you think?"
participant1215,182, InterviewerntervInterviewerewee 15 ,"I think my Mother, but I don’t know how I know it. "
participant1215,183,Interviewer ,"Yes no, no that’s really I think that’s really interesting.  Had you heard about cancer before?"
participant1215,184, InterviewerntervInterviewerewee 12 ,No.
participant1215,185,Interviewer ,Testicular cancer.
participant1215,186,InterviewerntervInterviewerewee ,Not really.
participant1215,187,Interviewer ,Not really no and what about yourselves have you ever…?
participant1215,188,Mother ,My grandad died of testicular cancer right
participant1215,189,Interviewer ,Gosh.
participant1215,190,Mother ,And he actually had kids and they thought he was just sick.
participant1215,191,Interviewer ,Right.
participant1215,192,Mother ,But it was testicular cancer and he held that back from us for a long time right so we went to all these hospital visits thinking it was something else thinking it was just to do with diabetes and then they had to eventually tell us the truth what caused 
participant1215,193,Interviewer ,Oh gosh.
participant1215,194,Mother ,But it never changed anything they still dinae tell them because they just thought it was the right thing to do at the time and just…
participant1215,195,Interviewer ,And what do you think that was about?   Do you think that was because…
participant1215,196,Mother ,Pride they will tell you it was pride.
participant1215,197,Interviewer ,Pride.
participant1215,198,Mother ,They felt it was a bit embarrassing because he was an older generation man ‘cos he was a bit more embarrassed about it than anything else to think that…
participant1215,199,Interviewer ,And do you think it’s the testicle that is particularly embarrassing?
participant1215,200,Mother ,I think so.
participant1215,201,Interviewer ,Yes.
participant1215,202,Mother ,I think it was the fact that he thought I am a man…
participant1215,203,Mother ,That generation.
participant1215,204,Mother ,"Aye I am a man I am supposed to be but the one who brings the money in and puts the food on the table and all that and I am supposed to be fine and dandy, and looking after all you’s,  that’s the way they are all quite old."
participant1215,205,Interviewer ,I mean a testicle is different from like…
participant1215,206,Mother ,I know.
participant1215,207,Interviewer ,I suppose a lung or a leg or…
participant1215,208,Mother ,"We all know that but at the time I don’t really think they look at it in that respect.  Like the older generation are harder, like that I think the younger generation are a lot better…"
participant1215,209,Mother ,Yes.
participant1215,210,Mother ,You will listen and you can tell them it’s no a big issue.
participant1215,211,Interviewer ,Yes.
participant1215,212,Mother ,But whereas your grandad and all that kind of stuff they’re a bit ohh ohh [stuffy noise] and we’ll go to the pub and all that kind of stuff. 
participant1215,213,Interviewer ,But you guys as well do you think that if you did say for instance have like a problem with your testicles do you think you would be as happy to talk about it or as cool with it as say it was like I don’t know like a lump in the leg or something do you fe
participant1215,214,InterviewerntervInterviewerewee ,"it is something that I wouldnae be bothered talking about my bawz or anything, but I wouldnae be too bothered talking about it, but obviously you be a bit embarrassed talking about it. "
participant1215,215,Mother ,"Do you think you’d be able to  talk to each other, even in private, or is there anybody else but do you think to you’s two do you think you would talk to [NAME] or do you think you would talk to [NAME] or something like that?"
participant1215,216,InterviewerntervInterviewerewee ,With my pals I’d probably think its funny to be honest.  
participant1215,217, InterviewerntervInterviewerewee 12  ,I’d probably tell yous [ indicating Mother]
participant1215,218,Interviewer ,Do you think there’s any part of getting something wrong with your balls that makes you feel like or like oh this isn’t manly I am a bit less manly do you think there’s any of that kind of stuff going on?
participant1215,219,InterviewerntervInterviewerewee ,No.
participant1215,220,Interviewer ,That’s cool that’s really important I think some people have said before that are a bit worried if they get a problem with their testicles that people will think that it’s their fault or that they have been like doing something.  Do you think you would ev
participant1215,221, InterviewerntervInterviewerewee 12 ,No  Interviewee 15  not really.
participant1215,222,Interviewer ,That’s cool that’s good that’s definitely I am really happy and you know if people ask you questions would you about would you ever be worried about kind of like personal questions like say if someone I am not going to ask you about I’m not asking you abo
participant1215,223,InterviewerntervInterviewerewee ,No.
participant1215,224,Interviewer ,If it’s a doctor say?
participant1215,225,InterviewerntervInterviewerewee ,No.
participant1215,226,Interviewer ,You wouldn’t…
participant1215,227,InterviewerntervInterviewerewee ,No
participant1215,228,Interviewer ,"Yeah fine, fine.   So when we were talking a bit before and it was and thank you like for sharing this about your…"
participant1215,229,Mother ,That’s all right.
participant1215,230,Interviewer ,Your grandpa thank you it’s a shame that the older generation men probably did try to hold so much back isn’t it.
participant1215,231,Mother ,Well I think my dad but I think they still do a bit. Hold back a bit.
participant1215,232,Mother ,"Some do, some do."
participant1215,233,Interviewer ,Have you ever been taught about what you men feel for lumps?  
participant1215,234,InterviewerntervInterviewerewee, NO
participant1215,235,Interviewer ,Have you heard about testicular self-exam?
participant1215,236,InterviewerntervInterviewerewee ,No.
participant1215,237,Interviewer ,"No.  Ok so I guess you’ve not heard about it and no one has spoken to you about it.  So the recommendations are they say every month now I mean it’s one way of thinking about it it’s regular but not like, it’s regular enough that you kind of pick up on an"
participant1215,238,InterviewerntervInterviewerewee ,Probably go to the doctor.
participant1215,239,Interviewer ,Yeah exactly right yes.   So to see a doctor if you…
participant1215,240,Mother ,Would you no be wasting anybody’s time it could be nothing but it’s better getting it checked out.
participant1215,241,Interviewer ,"Absolutely, you are absolutely right and it’s I mean the good thing as well is if you do a testicular exam then you know what your testicles feel like.  So then if anything changes then you know that it’s a new lump or a different lump.  So yeah so it’s r"
participant1215,242,InterviewerntervInterviewerewee ,No not really.
participant1215,243,Interviewer ,No so it’s obviously not come onto your radar so I just mentioned that you can do like a video to find out about self-examination.  Would you use like the internet to find out information do you think?
participant1215,244,InterviewerntervInterviewerewee ,"Aye, I usually go on the internet."
participant1215,245,Interviewer ,Yes and what kind of sites do you use?  What would you use?
participant1215,246,InterviewerntervInterviewerewee ,Things like Google.
participant1215,247,Interviewer ,"Yes some information you’re absolutely right yes and that’s it so with testicular self-exam if you were to, there are You Tube ones and they are mostly they’re not going to be problematic if you go to the phrase ‘self-examination’ so but there will be vid"
participant1215,248,InterviewerntervInterviewerewee ,facebook.
participant1215,249,Interviewer ,Yes.
participant1215,250,InterviewerntervInterviewerewee ,On Facebook you may see something.
participant1215,251,Interviewer ,Is there a health campaign on Facebook have you ever seen one?
participant1215,252,InterviewerntervInterviewerewee ,There is an NHS one I don’t know if it was on Facebook it was about condoms and that.
participant1215,253,Interviewer ,Right does that come through on your feed?
participant1215,254,InterviewerntervInterviewerewee ,Aye.
participant1215,255,Interviewer ,And what were you saying sorry I missed that.
participant1215,256,InterviewerntervInterviewerewee ,You could search for things.
participant1215,257,Interviewer ,"Yeah, yeah so if you’re looking for something specific you can search for it and then you’ve noticed that, ‘cos I guess the difference is if you don’t know there’s a problem that you need to know about you don’t know to look for it.  Does that make sense?"
participant1215,258,Mother ,Put in the NHS and go through it through the NHS to find something.
participant1215,259,Interviewer ,Yes.
participant1215,260,Mother ,that will tell you.
participant1215,261,Interviewer ,Absolutely and where would you go for information about health?
participant1215,262,Mother ,If he came to me health-wise personally I would take them to the Sandiford Clinic.
participant1215,263,Interviewer ,Yes.
participant1215,264,Mother ,Because they would be the best person to give them advice because I might not know if it’s the best I would take them to somebody that does.
participant1215,265,Interviewer ,Yes.
participant1215,266,Mother ,So that would be my port of call.
participant1215,267,Interviewer ,"Yes.  Do you think, what do you think young people think about hospitals?  Do you have an impression in your head, have you been to hospital?"
participant1215,268,InterviewerntervInterviewerewee ,Aye.
participant1215,269,Interviewer ,"You’ve been, have you been and what did you think of hospitals?"
participant1215,270,InterviewerntervInterviewerewee ,Lots of doctors
participant1215,271,Mother ,The best right like…
participant1215,272,InterviewerntervInterviewerewee ,Just the place of doctors
participant1215,273,Interviewer ,"But say like you don’t think, do you think anyone would think I don’t want to go into hospital I don’t want to have an operation.  Do you think that would put people off going into hospital?"
participant1215,274,InterviewerntervInterviewerewee ,Probably.  Probably.
participant1215,275,Interviewer ,Do you have conversations about any health issues with your mates?
participant1215,276,InterviewerntervInterviewerewee ,I don’t know.  Probably …
participant1215,277,InterviewerntervInterviewerewee ,"We just don’t think of it that way, we just talk shit anyway."
participant1215,278,Interviewer ,Yes so can you think in the last month of any conversations you’ve had about you know operations or like health with your mates?
participant1215,279,InterviewerntervInterviewerewee ,We had conversations about wains [Glaswegian for children]
participant1215,280,Interviewer ,Yeah.
participant1215,281,InterviewerntervInterviewerewee ,Aye.
participant1215,282,Interviewer ,Oh gosh. Is there something you need to tell your parents
participant1215,283,Interviewer ,But you do like but you having…
participant1215,284,InterviewerntervInterviewerewee ,About when we’re older we want Wains
participant1215,285,Interviewer ,Absolutely that’s really interesting.  Do you think most of your mates like want to have children at the moment?
participant1215,286,InterviewerntervInterviewerewee ,Probably a few don’t want children at the moment
participant1215,287,Interviewer ,Yes.
participant1215,288,Mother ,I think the age that people having kids now is going to get a bit wait a while their kids ‘cos they’ve seen the struggles that we’ve had as younger parents and they don’t want to do the same thing and then you encourage them don’t have them when you’re yo
participant1215,289,Interviewer ,"So what advice, have you given, like what advice have you given [NAME] before have you thought oh well I’ll give him advice about this and this and this in terms of health or anything?"
participant1215,290,Mother ,The other day we were talking about some random stuff you know what I mean it sudden comes up in conversation say something comes on telly we’ll talk about that and I’ll go you know when it comes up a bit more do you know what I mean but if he canna talk 
participant1215,291,Interviewer ,lots of people say it and some people mean it more than others.
participant1215,292,Mother ,I think as long as there is somebody to go and talk to and as long as they know there is it’s not a problem.
participant1215,293,Interviewer ,Yes.  Fantastic.
participant1215,294,Mother ,"It’s quite good because we are quite a close-knit family, we’ve been friends for years"
participant1215,295,Mother ,"And in fairness, I must say one thing, you don’t hear much about testicular cancer it’s always other cancers but never really testicular cancer.  I’d say there’s more for women but…"
participant1215,296,Interviewer ,You mean than there is for…
participant1215,297,Mother ,Than there is for men and it’s wrong do you know what I mean it should be both.
participant1215,298,Interviewer ,"Yes and also yeah there’s you know men and women at your age have equal health but women come to doctors lots and like young men don’t come to hospital they don’t come to doctors.  Does that sound like I mean does that sound like what you think, what feel"
participant1215,299, InterviewerntervInterviewerewee 15 ,"I’ve always in the Doctor’s , man"
participant1215,300, InterviewerntervInterviewerewee 15 ,I’ve always done it.
participant1215,301,Interviewer ,All right well I’ll…
participant1215,302,Mother ,"I don’t remember the last time you went to the doctors , do you?"
participant1215,303, InterviewerntervInterviewerewee 12 ,I don’t know
participant1215,304,Mother ,Last two year ago.
participant1215,305,Interviewer ,There are a couple of people that have been in the news who have had testicular cancer have you heard of Lance Armstrong?
participant1215,306,InterviewerntervInterviewerewee ,Aye.
participant1215,307,Interviewer ,"So he’s I think he had testicular cancer I think and I think there was a footballer but you’re right people don’t, women will talk about whether they have had breast cancer young men maybe don’t know like they talk."
participant1215,308,Mother ,That’s right.
participant1215,309,Mother ,It’s more a regular thing that you here about 
participant1215,310,Interviewer ,"It’s one in ten thousand so it’s, so I don’t know how many are at your school?"
participant1215,311,Mother ,Nine hundred.
participant1215,312,Interviewer ,"So yeah so if you imagine probably one of the schools in Glasgow that’s per year so it maybe one of the schools in Glasgow, if you imagine yours is a thousand so ten schools like yours will have one young man a year will develop testicular cancer."
participant1215,313,Mother ,You were saying something to me this morning weren’t you about a boy in Drum Chapel got cancer.
participant1215,314,InterviewerntervInterviewerewee ,Aye he had [inaudible]
participant1215,315,Mother ,And his pals went and shaved all their hair off so that they could be the same with him.
participant1215,316,Interviewer ,Yeah.
participant1215,317,Mother ,I thought that’s good but he’s in remission.
participant1215,318,Interviewer ,"Good, good."
participant1215,319,Mother ,And I thought well that’s good that you’ve always had that thing but does it come back.  You will you will always have that.  I thought that was good to I mean they know these days they talk about things.
participant1215,320,Interviewer ,Yes.
participant1215,321,Mother ,And people talk about other things to other people and then it goes round do you know what I mean that’s what I’m saying about the six hour thing guaranteed they’ll say to somebody.  Somebody will say to somebody else and word of mouth.
participant1215,322,Interviewer ,"Word of mouth I think is really, really good but it does mean like people like me have to, which means that if you, you know if you’ve spoken to someone like me or you know someone else then that helps but people in communities where no one is doing this "
participant1215,323,Mother ,I wish someone had told me something like that…
participant1215,324,Interviewer ,Yes if you’ve got boys.
participant1215,325,Mother ,Aye I’ve got two boys and she’s got two boys and…
participant1215,326,Interviewer ,"‘Cos it can happen from babies it can happen at any point so it’s but it’s up to, normally it doesn’t happen if you are older so about one in eight hundred a year so your school there will be one person a year who has it so that’s…"
participant1215,327,Mother2 ,And it just happens through nothing.
participant1215,328,Interviewer ,"Yes it can be if you get, you know you said about a knock it can happen and if it’s cold and you know your muscle tenses and it pulls up your testicles sometimes that can do it but it’s basically just bad luck there’s nothing it’s nothing to do with like "
participant1215,329,Mother ,It just shows you.
participant1215,330,Interviewer ,"Yes, yes great right well look let me just see I’ve got some things that I wanted to cover I just want to check that we’ve covered all of these.  Was this what you were expecting when, is it the kind of thing that you were expecting?"
participant1215,331, InterviewerntervInterviewerewee 12 ,No not really.
participant1215,332,Interviewer ,What were you thinking?
participant1215,333, InterviewerntervInterviewerewee 12 ,I don’t know I thought I was to be about cancer and stuff like that so…
participant1215,334,Interviewer ,I think that’s getting lots of information as well for adults because it’s not so much information but I guess you are both kind of coming up to be adults now but what would be really useful for me is that I want to see people all the way from like eleven
participant1215,335,Mother ,"I really think you should speak to the school right, and they would have a wee thing for you and you could done one for them and get parents up that’s school’s really good for that ‘cos some of the things you spoke about it’s opened my eyes, it’s opened y"
participant1215,336,Interviewer ,Well yeah we’ll have a chat about that what contacts do you have there do you?
participant1215,337,Mother ,"The headmistresses is really good he came out, she is she can do for the children about information she really does go ahead with it.  She will actually get you in one afternoon for about half an hour before they finish and things."
participant1215,338,Interviewer ,What do you want me to do?  Do you want me to get in contact with her or do you…
participant1215,339,Mother ,I can speak to her.
participant1215,340,Interviewer;,You can speak to her do you mean ‘cos you’ve got the number now and the email address have a chat with her and I will be really happy to go in.  I mean to be honest I could do like twenty minutes and just chat because there are other conditions of the tes
participant1215,341,Mother ,‘Cos these would need itself it would be worth talking to his school and all. cos the stuff that they wouldn’t know do you know what I mean and its quite useful information so…
participant1215,342,Interviewer ,Yes well look if you give her my details then she can…
participant1215,343,Mother ,It will probably be I would say…
participant1215,344,Interviewer ,Yes after Christmas because there is a lot going on isn’t there.
participant1215,345,Mother ,They’ve got the Christmas show and all that like so …
participant1215,346,Interviewer ,"No quite.  No if it is going to be in next term then might, if you’ve got lots on for the end of term…"
participant1215,347,Mother ,They have got that Christmas Fair and then they’ve got the primary one where they have a bit of a show both are next week so…
participant1215,348,Interviewer ,I like it when it gets busy before Christmas it’s like…
participant1215,349,Mother ,I get back home and….I can’t get my Christmas tree up because I’m decorating.
participant1215,350,Interviewer ,Right ok thank you so much for that and I’ll stop there.
participant13,1,Interviewer,"Right.  I am going to put that there as, so that’s the recording thing."
participant13,2,Interviewee,Does that record what I say?
participant13,3,Interviewer,It’s just so that I can type it up later.
participant13,4,Mother,So she does no forget.
participant13,5,Interviewer,Exactly.
participant13,6,Mother,Like me I forget.
participant13,7,Interviewer,What I will do I will delete all the stuff like so your voice stuff will get deleted after I’ve like typed it up and it will never get taken back to you because I like destroy any link between any of the words and what you’ve said yourself it’s all entire
participant13,8,Interviewee,Your balls something get cancer or something.
participant13,9,Interviewer,Ok all right then so you know the bit about talking about well balls yeah.
participant13,10,Interviewee,Yes.
participant13,11,Interviewer,So what word would you normally use for balls?  Is that the word you’d use or…?
participant13,12,Interviewee,Yes.
participant13,13,Interviewer,"Yeah do, have you heard the word ‘testicles’ before?"
participant13,14,Interviewee,Yes.
participant13,15,Interviewer,Yes fine and if you had to talk about them with anyone what words do you think you’d use?
participant13,16,Interviewee,To my teacher ‘testicles’.
participant13,17,Interviewer,‘Testicles’ yes absolutely right.
participant13,18,Interviewee,And my pals ‘balls’.
participant13,19,Interviewer,Pals ‘balls’.  What about your gran?
participant13,20,Interviewee,I wouldn’t talk to her about that.
participant13,21,Interviewer,And why do you think you wouldn’t talk to her about these things?
participant13,22,Interviewee,Because she’s too old and she doesn’t know what I’m talking about.
